H  NLA       N01-07L-2K 21996  80
N  523654    79 4916334 1263366 00000000000  2 0            
N  523654    80 4916344 1264016 00000000000  4 0            
N  523654    81 4916454 1263846 00000000000  2 0            
N  523654    82 4916454 1264176 00000000000  2 0            
N  523654    83 4916554 1264406 00000000000  2 0            
N  523654    84 4916574 1264416 00000000000  2 0            
N  523654    85 4916714 1264576 00000000000  2 0            
N  523654    86 4916784 1264666 00000000000  2 0            
N  523654    87 4916974 1264746 00000000000  2 0            
N  523654    88 4917024 1264806 00000000000  2 0            
N  523654    89 4917174 1264926 00000000000  2 0            
N  523654    90 4917334 1264786 00000000000  2 0            
N  523654    91 4917734 1264616 00000000000  2 0            
N  523654    92 4917824 1264566 00000000000  2 0            
N  523654    93 4918154 1264456 00000000000  2 0            
N  523654    94 4918254 1263316 00000000000  2 0            
N  523654    95 4918254 1263346 00000000000  2 0            
N  523654    96 4918254 1263376 00000000000  2 0            
N  523654    97 4918264 1263416 00000000000  2 0            
N  523654    98 4918264 1264466 00000000000  2 0            
N  523654    99 4918324 1263626 00000000000  2 0            
N  523654   100 4918364 1264456 00000000000  2 0            
N  523654   101 4918394 1264016 00000000000  1 1523655     2
N  523654   102 4918394 1264646 00000000000  1 1523655     4
N  523654   103 4913895 1266050 00000000000  1 1523653    44
N  523654   104 4914616 1263116 00000000000  1 1523644   158
N  523654   105 4917511 1263116 00000000000  1 1523644   153
N  523654   106 4914788 1265780 00000000000  1 0            
N  523654   107 4914948 1266115 00000000000  1 1523664    56
N  523654   108 4918196 1263242 00000000000  2 0            
N  523654   109 4918198 1263116 00000000000  1 1523644   156
N  523655     1 4918364 1264456 00000000000  1 0            
N  523655     2 4918394 1264016 00000000000  1 1523654   101
N  523655     3 4918394 1264346 00000000000  3 1            
N  523655     4 4918394 1264646 00000000000  1 1523654   102
N  523655     5 4918444 1264186 00000000000  2 0            
N  523655     6 4918444 1264666 00000000000  2 0            
N  523655     7 4918604 1266115 00000000000  1 1523665     9
N  523655     8 4918734 1265796 00000000000  2 0            
N  523655     9 4918914 1264746 00000000000  2 0            
N  523655    10 4918964 1265326 00000000000  2 0            
N  523655    11 4919004 1265306 00000000000  2 0            
N  523655    12 4919074 1264736 00000000000  2 0            
N  523655    13 4919074 1265276 00000000000  2 0            
N  523655    14 4919124 1264736 00000000000  2 0            
N  523655    15 4919264 1265086 00000000000  3 0            
N  523655    16 4919304 1264966 00000000000  2 0            
N  523655    17 4919314 1264926 00000000000  2 0            
N  523655    18 4919324 1264746 00000000000  3 0            
N  523655    19 4919324 1265096 00000000000  2 0            
N  523655    20 4919364 1264476 00000000000  2 0            
N  523655    21 4919444 1264296 00000000000  2 0            
N  523655    22 4919544 1264056 00000000000  2 0            
N  523655    23 4919754 1263106 00000000000  1 0            
N  523655    24 4919754 1265186 00000000000  2 0            
N  523655    25 4919784 1265196 00000000000  2 0            
N  523655    26 4919834 1263736 00000000000  2 0            
N  523655    27 4919894 1263196 00000000000  2 0            
N  523655    28 4919914 1265236 00000000000  2 0            
N  523655    29 4919954 1263226 00000000000  2 0            
N  523655    30 4919974 1265256 00000000000  2 0            
N  523655    31 4920024 1263246 01000000000  3 0            
N  523655    32 4920034 1263286 00000000000  2 0            
N  523655    33 4920054 1263486 00000000000  2 0            
N  523655    34 4920084 1265276 00000000000  2 0            
N  523655    35 4920104 1266116 00000000000  1 1523665    28
N  523655    36 4920114 1263246 00000000000  2 0            
N  523655    37 4920134 1265896 00000000000  2 0            
N  523655    38 4920164 1263296 00000000000  4 0            
N  523655    39 4920194 1263106 00000000000  1 0            
N  523655    40 4920194 1263216 00000000000  3 0            
N  523655    41 4920284 1263386 00000000000  2 0            
N  523655    42 4920324 1263426 00000000000  2 0            
N  523655    43 4920384 1263476 00000000000  2 0            
N  523655    44 4920424 1263506 00000000000  2 0            
N  523655    45 4920534 1263596 00000000000  2 0            
N  523655    46 4920774 1263846 00000000000  2 0            
N  523655    47 4920874 1263916 00000000000  2 0            
N  523655    48 4920954 1263956 01000000000  3 0            
N  523655    49 4920974 1263996 00000000000  2 0            
N  523655    50 4921084 1263916 00000000000  2 0            
N  523655    51 4921124 1264046 00000000000  2 0            
N  523655    52 4921194 1264096 00000000000  2 0            
N  523655    53 4921214 1263106 00000000000  1 0            
N  523655    54 4921264 1263266 00000000000  2 0            
N  523655    55 4921274 1263286 00000000000  2 0            
N  523655    56 4921304 1263426 00000000000  2 0            
N  523655    57 4921314 1263476 00000000000  4 0            
N  523655    58 4921324 1264166 00000000000  2 0            
N  523655    59 4921414 1264776 00000000000  2 0            
N  523655    60 4921444 1264696 00000000000  2 0            
N  523655    61 4921474 1264246 00000000000  2 0            
N  523655    62 4921474 1264976 00000000000  2 0            
N  523655    63 4921484 1264606 00000000000  2 0            
N  523655    64 4921494 1263676 00000000000  2 0            
N  523655    65 4921494 1264266 00000000000  1 0            
N  523655    66 4921514 1263686 00000000000  2 0            
N  523655    67 4921524 1264536 00000000000  2 0            
N  523655    68 4921534 1265436 00000000000  2 0            
N  523655    69 4921554 1265216 00000000000  2 0            
N  523655    70 4921584 1264306 00000000000  2 0            
N  523655    71 4921614 1265146 00000000000  3 0            
N  523655    72 4921614 1265686 00000000000  2 0            
N  523655    73 4921624 1265906 00000000000  2 0            
N  523655    74 4921644 1264346 00000000000  7 0            
N  523655    75 4921654 1263766 00000000000  2 0            
N  523655    76 4921674 1266116 00000000000  1 1523665    52
N  523655    77 4921684 1264366 00000000000  2 0            
N  523655    78 4921684 1265066 00000000000  2 0            
N  523655    79 4921714 1264386 00000000000  2 0            
N  523655    80 4921724 1264266 00000000000  2 0            
N  523655    81 4921794 1263846 00000000000  2 0            
N  523655    82 4921804 1263926 00000000000  2 0            
N  523655    83 4921814 1263916 00000000000  2 0            
N  523655    84 4921824 1263866 00000000000  2 0            
N  523655    85 4921834 1263876 00000000000  3 0            
N  523655    86 4921904 1264106 00000000000  2 0            
N  523655    87 4922014 1263976 00000000000  2 0            
N  523655    88 4922044 1264636 00000000000  2 0            
N  523655    89 4922094 1264586 00000000000  2 0            
N  523655    90 4922124 1264566 00000000000  3 0            
N  523655    91 4922164 1264026 00000000000  3 0            
N  523655    92 4922164 1264526 00000000000  2 0            
N  523655    93 4922164 1264536 00000000000  3 0            
N  523655    94 4922194 1264606 00000000000  3 0            
N  523655    95 4922214 1264036 00000000000  2 0            
N  523655    96 4922224 1264126 00000000000  2 0            
N  523655    97 4922244 1264146 00000000000  2 0            
N  523655    98 4922254 1264566 01000000000  5 0            
N  523655    99 4922274 1264546 00000000000  2 0            
N  523655   100 4922354 1264626 00000000000  2 0            
N  523655   101 4922364 1264636 00000000000  2 0            
N  523655   102 4922404 1264656 00000000000  2 0            
N  523655   103 4922414 1264646 00000000000  2 0            
N  523655   104 4922434 1264086 00000000000  2 0            
N  523655   105 4922494 1264256 00000000000  2 0            
N  523655   106 4922504 1264706 00000000000  2 0            
N  523655   107 4922514 1264696 00000000000  2 0            
N  523655   108 4922574 1264126 00000000000  2 0            
N  523655   109 4922664 1264146 00000000000  2 0            
N  523655   110 4922704 1264746 00000000000  2 0            
N  523655   111 4922744 1264346 00000000000  1 0            
N  523655   112 4922824 1264176 00000000000  1 0            
N  523655   113 4922894 1264736 00000000000  1 1523656     3
N  523655   114 4922894 1264746 00000000000  1 1523656     4
N  523655   115 4921591 1263116 00000000000  1 1523645   174
N  523663     1 4909325 1267585 00000000000  1 0            
N  523663     2 4909395 1267585 00000000000  2 1            
N  523663     3 4909485 1267575 00000000000  2 0            
N  523663     4 4909545 1267555 00000000000  2 0            
N  523663     5 4909825 1267675 00000000000  2 0            
N  523663     6 4910085 1267465 00000000000  2 0            
N  523663     7 4910105 1267425 00000000000  2 0            
N  523663     8 4910165 1267435 00000000000  2 0            
N  523663     9 4910355 1267285 00000000000  2 0            
N  523663    10 4910375 1267335 00000000000  2 0            
N  523663    11 4910645 1267335 00000000000  2 0            
N  523663    12 4910775 1267305 00000000000  2 0            
N  523663    13 4910925 1267245 00000000000  2 0            
N  523663    14 4911055 1267185 00000000000  2 0            
N  523663    15 4911245 1267005 00000000000  2 0            
N  523663    16 4911245 1267025 00000000000  2 0            
N  523663    17 4911455 1267005 00000000000  2 0            
N  523663    18 4911685 1266935 00000000000  2 0            
N  523663    19 4911835 1267005 00000000000  2 0            
N  523663    20 4911895 1267075 00000000000  2 0            
N  523663    21 4912165 1267165 00000000000  2 0            
N  523663    22 4912335 1267085 00000000000  2 0            
N  523663    23 4912345 1267435 00000000000  2 0            
N  523663    24 4912465 1267695 00000000000  2 0            
N  523663    25 4912495 1268035 00000000000  2 0            
N  523663    26 4912505 1267895 00000000000  2 0            
N  523663    27 4912505 1267975 00000000000  2 0            
N  523663    28 4912555 1267035 00000000000  2 0            
N  523663    29 4912565 1268255 00000000000  2 0            
N  523663    30 4912595 1267275 00000000000  2 0            
N  523663    31 4912665 1267035 00000000000  2 0            
N  523663    32 4912665 1268485 00000000000  2 0            
N  523663    33 4912725 1267175 00000000000  2 0            
N  523663    34 4912755 1268595 00000000000  2 0            
N  523663    35 4912815 1268655 00000000000  2 0            
N  523663    36 4912835 1266875 00000000000  2 0            
N  523663    37 4912885 1269015 00000000000  2 0            
N  523663    38 4912915 1269115 00000000000  1 1523673    12
N  523663    39 4913115 1266835 00000000000  2 0            
N  523663    40 4913195 1266705 00000000000  4 0            
N  523663    41 4913295 1266625 00000000000  4 0            
N  523663    42 4913375 1266595 00000000000  4 0            
N  523663    43 4913465 1266525 00000000000  4 0            
N  523663    44 4913575 1266415 00000000000  4 0            
N  523663    45 4913765 1266225 00000000000  2 0            
N  523663    46 4913608 1266115 00000000000  1 1            
N  523663    47 4912690 1266840 00000000000  1 0            
N  523664     1 4913765 1266225 00000000000  2 0            
N  523664     2 4913875 1266095 00000000000  2 0            
N  523664     3 4913895 1266115 00000000000  4 1523654     3
N  523664     4 4914745 1266045 00000000000  1 0            
N  523664     5 4914755 1266115 00000000000  2 1            
N  523664     6 4914845 1266545 00000000000  2 0            
N  523664     7 4914865 1266855 00000000000  2 0            
N  523664     8 4914905 1266955 00000000000  2 0            
N  523664     9 4914985 1267085 00000000000  2 0            
N  523664    10 4915094 1267155 00000000000  2 0            
N  523664    11 4915144 1267325 00000000000  2 0            
N  523664    12 4915274 1267355 00000000000  2 0            
N  523664    13 4915604 1267455 00000000000  2 0            
N  523664    14 4915874 1267645 00000000000  2 0            
N  523664    15 4916044 1267735 00000000000  2 0            
N  523664    16 4916134 1267775 00000000000  2 0            
N  523664    17 4916164 1267815 00000000000  2 0            
N  523664    18 4916254 1268875 00000000000  1 0            
N  523664    19 4916304 1267725 00000000000  2 0            
N  523664    20 4916374 1269115 00000000000  1 1523674    36
N  523664    21 4916394 1268775 00000000000  2 0            
N  523664    22 4916424 1269035 00000000000  2 0            
N  523664    23 4916434 1269015 00000000000  2 0            
N  523664    24 4916454 1267565 00000000000  2 0            
N  523664    25 4916574 1267765 00000000000  2 0            
N  523664    26 4916654 1268005 00000000000  2 0            
N  523664    27 4916654 1268685 00000000000  3 0            
N  523664    28 4916724 1268185 00000000000  2 0            
N  523664    29 4916934 1268585 00000000000  2 0            
N  523664    30 4917084 1268465 00000000000  2 0            
N  523664    31 4917144 1268365 00000000000  2 0            
N  523664    32 4917164 1268345 00000000000  3 0            
N  523664    33 4917324 1268165 00000000000  2 0            
N  523664    34 4917454 1268085 00000000000  4 0            
N  523664    35 4917454 1268145 00000000000  2 0            
N  523664    36 4917454 1268185 00000000000  2 0            
N  523664    37 4917474 1268305 00000000000  2 0            
N  523664    38 4917484 1268345 00000000000  2 0            
N  523664    39 4917494 1268375 00000000000  2 0            
N  523664    40 4917574 1267835 00000000000  2 0            
N  523664    41 4917614 1268675 00000000000  2 0            
N  523664    42 4917654 1268735 00000000000  2 0            
N  523664    43 4917674 1269115 00000000000  1 1523674    56
N  523664    44 4917684 1269025 00000000000  2 0            
N  523664    45 4917694 1268885 00000000000  2 0            
N  523664    46 4917884 1267945 00000000000  2 0            
N  523664    47 4917904 1267945 00000000000  2 0            
N  523664    48 4918044 1267515 00000000000  2 0            
N  523664    49 4918104 1267945 00000000000  2 0            
N  523664    50 4918124 1267415 00000000000  2 0            
N  523664    51 4918144 1267955 00000000000  2 0            
N  523664    52 4918254 1267225 00000000000  2 0            
N  523664    53 4918284 1268005 00000000000  1 0            
N  523664    54 4918294 1267105 00000000000  1 0            
N  523664    55 4914794 1266233 00000000000  1 0            
N  523664    56 4914948 1266115 00000000000  1 1523654   107
N  523665     1 4918284 1268005 00000000000  1 0            
N  523665     2 4918294 1267105 00000000000  1 0            
N  523665     3 4918394 1266845 00000000000  2 1            
N  523665     4 4918394 1268035 00000000000  2 1            
N  523665     5 4918414 1268045 00000000000  2 0            
N  523665     6 4918464 1266775 00000000000  2 0            
N  523665     7 4918514 1266365 00000000000  2 0            
N  523665     8 4918514 1267485 00000000000  2 0            
N  523665     9 4918604 1266115 00000000000  1 1523655     7
N  523665    10 4918624 1267765 00000000000  2 0            
N  523665    11 4918714 1268075 00000000000  2 0            
N  523665    12 4918834 1267825 00000000000  2 0            
N  523665    13 4918884 1268065 00000000000  3 0            
N  523665    14 4918894 1267975 00000000000  2 0            
N  523665    15 4918894 1268015 00000000000  2 0            
N  523665    16 4918914 1268055 00000000000  2 0            
N  523665    17 4919104 1268005 00000000000  2 0            
N  523665    18 4919344 1268025 00000000000  3 0            
N  523665    19 4919764 1268005 00000000000  2 0            
N  523665    20 4919854 1268035 00000000000  2 0            
N  523665    21 4919894 1269115 00000000000  1 1523675    20
N  523665    22 4919904 1269055 00000000000  2 0            
N  523665    23 4919934 1268055 00000000000  2 0            
N  523665    24 4919934 1268955 00000000000  2 0            
N  523665    25 4920064 1266216 00000000000  2 0            
N  523665    26 4920074 1266396 00000000000  2 0            
N  523665    27 4920094 1266555 00000000000  2 0            
N  523665    28 4920104 1266116 00000000000  1 1523655    35
N  523665    29 4920124 1268365 00000000000  2 0            
N  523665    30 4920134 1266915 00000000000  2 0            
N  523665    31 4920134 1268245 00000000000  2 0            
N  523665    32 4920164 1268085 00000000000  4 0            
N  523665    33 4920184 1267925 00000000000  2 0            
N  523665    34 4920214 1267355 00000000000  2 0            
N  523665    35 4920324 1268115 00000000000  2 0            
N  523665    36 4920354 1268115 00000000000  2 0            
N  523665    37 4920494 1268135 00000000000  2 0            
N  523665    38 4920654 1268155 00000000000  2 0            
N  523665    39 4920704 1268155 00000000000  2 0            
N  523665    40 4920824 1268135 00000000000  2 0            
N  523665    41 4920834 1267995 00000000000  2 0            
N  523665    42 4920864 1267845 00000000000  2 0            
N  523665    43 4920894 1267735 00000000000  2 0            
N  523665    44 4921104 1267345 00000000000  2 0            
N  523665    45 4921214 1267255 00000000000  2 0            
N  523665    46 4921334 1267155 00000000000  2 0            
N  523665    47 4921394 1267085 00000000000  2 0            
N  523665    48 4921404 1267065 00000000000  2 0            
N  523665    49 4921544 1266895 00000000000  2 0            
N  523665    50 4921624 1266805 00000000000  2 0            
N  523665    51 4921664 1266775 00000000000  2 0            
N  523665    52 4921674 1266116 00000000000  1 1523655    76
N  523665    53 4921684 1266156 00000000000  2 0            
N  523665    54 4921744 1266385 00000000000  2 0            
N  523665    55 4921784 1266555 00000000000  2 0            
N  523665    56 4921834 1266685 00000000000  4 0            
N  523665    57 4921924 1266785 00000000000  3 0            
N  523665    58 4922034 1266595 00000000000  2 0            
N  523665    59 4922054 1266595 00000000000  2 0            
N  523665    60 4922104 1266995 00000000000  2 0            
N  523665    61 4922124 1267025 00000000000  2 0            
N  523665    62 4922134 1267035 00000000000  2 0            
N  523665    63 4922194 1266555 00000000000  2 0            
N  523665    64 4922194 1267105 00000000000  2 0            
N  523665    65 4922244 1269115 00000000000  1 1523675    76
N  523665    66 4922284 1266555 00000000000  2 0            
N  523665    67 4922324 1266555 00000000000  2 0            
N  523665    68 4922334 1267275 00000000000  2 0            
N  523665    69 4922394 1266336 00000000000  1 0            
N  523665    70 4922404 1266555 00000000000  1 0            
N  523665    71 4922404 1267365 00000000000  2 0            
N  523665    72 4922514 1267505 00000000000  2 0            
N  523665    73 4922514 1268975 00000000000  2 0            
N  523665    74 4922524 1266336 00000000000  2 0            
N  523665    75 4922534 1268965 00000000000  2 0            
N  523665    76 4922584 1266326 00000000000  2 0            
N  523665    77 4922594 1267735 00000000000  2 0            
N  523665    78 4922664 1267975 00000000000  2 0            
N  523665    79 4922674 1266825 00000000000  2 0            
N  523665    80 4922684 1268835 00000000000  2 0            
N  523665    81 4922714 1266316 00000000000  1 0            
N  523665    82 4922724 1268825 00000000000  1 0            
N  523665    83 4922774 1268325 00000000000  2 0            
N  523665    84 4922814 1268445 00000000000  2 0            
N  523665    85 4922894 1266795 00000000000  1 1523666     4
N  523665    86 4922894 1268615 00000000000  1 1523666     5
N  523665    87 4918525 1266692 00000000000  1 0            
N  523665    88 4919653 1269115 00000000000  1 1523675    88
N  523673     1 4909255 1272045 00000000000  1 0            
N  523673     2 4909395 1272005 00000000000  1 1523672   127
N  523673     3 4909395 1272015 00000000000  2 1            
N  523673     4 4909565 1271985 00000000000  2 0            
N  523673     5 4909575 1271965 00000000000  2 0            
N  523673     6 4909645 1271965 00000000000  2 0            
N  523673     7 4909645 1271985 00000000000  1 0            
N  523673     8 4909745 1271965 00000000000  2 0            
N  523673     9 4909825 1271975 00000000000  2 0            
N  523673    10 4910315 1271985 00000000000  2 0            
N  523673    11 4910505 1272105 00000000000  1 0            
N  523673    12 4912915 1269115 00000000000  1 1523663    38
N  523673    13 4912925 1269655 00000000000  2 0            
N  523673    14 4912945 1269685 00000000000  2 0            
N  523673    15 4912945 1269805 00000000000  2 0            
N  523673    16 4912955 1269735 00000000000  2 0            
N  523673    17 4912975 1269195 00000000000  2 0            
N  523673    18 4912975 1270305 00000000000  2 0            
N  523673    19 4912985 1269235 00000000000  2 0            
N  523673    20 4912995 1270355 00000000000  2 0            
N  523673    21 4913005 1270475 00000000000  2 0            
N  523673    22 4913025 1270585 00000000000  2 0            
N  523673    23 4913025 1270625 00000000000  2 0            
N  523673    24 4913075 1270655 00000000000  2 0            
N  523673    25 4913245 1271325 00000000000  2 0            
N  523673    26 4913295 1271405 00000000000  2 0            
N  523673    27 4913475 1271515 00000000000  2 0            
N  523673    28 4913635 1271705 00000000000  2 0            
N  523673    29 4913655 1271645 00000000000  2 0            
N  523673    30 4913665 1271685 00000000000  2 0            
N  523673    31 4913675 1271675 00000000000  2 0            
N  523673    32 4913765 1272105 00000000000  1 0            
N  523673    33 4913815 1271975 00000000000  2 0            
N  523674     1 4914005 1272105 00000000000  1 0            
N  523674     2 4914315 1272035 00000000000  2 0            
N  523674     3 4914384 1271985 00000000000  2 0            
N  523674     4 4914394 1271955 00000000000  2 0            
N  523674     5 4914404 1271915 00000000000  2 0            
N  523674     6 4914514 1271945 00000000000  2 0            
N  523674     7 4914744 1271975 00000000000  2 0            
N  523674     8 4914884 1271895 00000000000  2 0            
N  523674     9 4915254 1271785 00000000000  1 0            
N  523674    10 4915294 1271735 00000000000  2 0            
N  523674    11 4915314 1271545 00000000000  2 0            
N  523674    12 4915554 1271565 00000000000  2 0            
N  523674    13 4915604 1271115 00000000000  2 0            
N  523674    14 4915634 1270225 00000000000  1 0            
N  523674    15 4915774 1270325 00000000000  2 0            
N  523674    16 4915844 1270395 00000000000  2 0            
N  523674    17 4915854 1270745 00000000000  4 0            
N  523674    18 4915894 1271515 00000000000  2 0            
N  523674    19 4915914 1270885 00000000000  2 0            
N  523674    20 4915934 1270405 00000000000  4 0            
N  523674    21 4916114 1270985 00000000000  2 0            
N  523674    22 4916144 1269115 00000000000  2 1            
N  523674    23 4916144 1271015 00000000000  2 0            
N  523674    24 4916164 1269365 00000000000  2 0            
N  523674    25 4916164 1271055 00000000000  2 0            
N  523674    26 4916214 1271145 00000000000  2 0            
N  523674    27 4916254 1268875 00000000000  1 0            
N  523674    28 4916264 1271275 00000000000  3 0            
N  523674    29 4916284 1271315 00000000000  2 0            
N  523674    30 4916294 1269395 00000000000  2 0            
N  523674    31 4916304 1269475 00000000000  2 0            
N  523674    32 4916314 1269575 00000000000  2 0            
N  523674    33 4916344 1269785 00000000000  2 0            
N  523674    34 4916344 1269825 00000000000  2 0            
N  523674    35 4916344 1269855 00000000000  1 0            
N  523674    36 4916374 1269115 00000000000  1 1523664    20
N  523674    37 4916374 1271485 00000000000  2 0            
N  523674    38 4916404 1271475 00000000000  2 0            
N  523674    39 4916454 1271565 00000000000  2 0            
N  523674    40 4916464 1271575 00000000000  2 0            
N  523674    41 4916484 1271615 00000000000  2 0            
N  523674    42 4916544 1271715 00000000000  2 0            
N  523674    43 4916654 1271895 00000000000  2 0            
N  523674    44 4916684 1271945 00000000000  2 0            
N  523674    45 4916694 1271965 00000000000  2 0            
N  523674    46 4916884 1272105 00000000000  1 0            
N  523674    47 4916954 1271435 00000000000  2 0            
N  523674    48 4917184 1271085 00000000000  2 0            
N  523674    49 4917334 1271025 00000000000  2 0            
N  523674    50 4917344 1270985 00000000000  2 0            
N  523674    51 4917384 1271415 00000000000  2 0            
N  523674    52 4917434 1270835 00000000000  2 0            
N  523674    53 4917454 1271415 00000000000  2 0            
N  523674    54 4917574 1270085 00000000000  2 0            
N  523674    55 4917634 1269525 00000000000  2 0            
N  523674    56 4917674 1269115 00000000000  1 1523664    43
N  523674    57 4917674 1270255 00000000000  2 0            
N  523674    58 4917674 1271415 00000000000  2 0            
N  523674    59 4917754 1271405 00000000000  2 0            
N  523674    60 4917774 1270405 00000000000  2 0            
N  523674    61 4917804 1270435 00000000000  2 0            
N  523674    62 4917814 1270455 00000000000  2 0            
N  523674    63 4917894 1270515 00000000000  2 0            
N  523674    64 4917934 1270545 00000000000  2 0            
N  523674    65 4917944 1270595 00000000000  2 0            
N  523674    66 4917964 1270615 00000000000  2 0            
N  523674    67 4917984 1270585 00000000000  2 0            
N  523674    68 4918004 1270625 00000000000  2 0            
N  523674    69 4918034 1270615 00000000000  2 0            
N  523674    70 4918034 1271395 00000000000  2 0            
N  523674    71 4918074 1270665 00000000000  4 0            
N  523674    72 4918104 1270725 00000000000  4 0            
N  523674    73 4918134 1270815 00000000000  2 0            
N  523674    74 4918174 1271055 00000000000  2 0            
N  523674    75 4918184 1271395 00000000000  2 0            
N  523674    76 4918204 1270695 00000000000  2 0            
N  523674    77 4918214 1271285 00000000000  2 0            
N  523674    78 4918214 1271315 00000000000  3 0            
N  523674    79 4918224 1270685 00000000000  2 0            
N  523674    80 4918224 1271385 01000000000  3 0            
N  523674    81 4918234 1271385 00000000000  2 0            
N  523674    82 4918244 1271465 00000000000  3 0            
N  523674    83 4918264 1271555 00000000000  2 0            
N  523674    84 4918274 1271385 00000000000  3 0            
N  523674    85 4918294 1271725 00000000000  2 0            
N  523674    86 4918324 1271875 00000000000  2 0            
N  523674    87 4918334 1271985 00000000000  2 0            
N  523674    88 4918344 1270645 00000000000  1 0            
N  523674    89 4918354 1272105 00000000000  1 0            
N  523674    90 4918394 1271375 00000000000  1 1523675     3
N  523675     1 4918344 1270645 00000000000  1 0            
N  523675     2 4918394 1270635 00000000000  2 1            
N  523675     3 4918394 1271375 00000000000  1 1523674    90
N  523675     4 4918534 1270595 00000000000  2 0            
N  523675     5 4918614 1271335 00000000000  2 0            
N  523675     6 4918744 1270585 00000000000  2 0            
N  523675     7 4918834 1271305 00000000000  2 0            
N  523675     8 4919004 1271275 00000000000  2 0            
N  523675     9 4919064 1271265 00000000000  2 0            
N  523675    10 4919524 1269345 00000000000  2 0            
N  523675    11 4919654 1271195 00000000000  2 0            
N  523675    12 4919664 1269345 00000000000  2 0            
N  523675    13 4919784 1271185 00000000000  4 0            
N  523675    14 4919794 1271145 00000000000  2 0            
N  523675    15 4919824 1272105 00000000000  1 0            
