H  NLA       N01-07L-2K 21996  80
N  523864    50 4987218 1267997 00000000000  2 0            
N  523864    51 4987408 1266117 00000000000  2 1            
N  523864    52 4987418 1265947 00000000000  1 0            
N  523864    53 4987468 1267607 00000000000  2 0            
N  523864    54 4987488 1266387 00000000000  2 0            
N  523864    55 4987558 1266467 00000000000  2 0            
N  523864    56 4987618 1267447 00000000000  2 0            
N  523864    57 4987628 1266547 00000000000  2 0            
N  523864    58 4987668 1266627 00000000000  2 0            
N  523864    59 4987748 1266887 00000000000  2 0            
N  523864    60 4987768 1266777 00000000000  2 0            
N  523864    61 4987778 1267217 00000000000  2 0            
N  523864    62 4987788 1267047 00000000000  2 0            
N  523864    63 4987788 1267197 00000000000  4 0            
N  523864    64 4987808 1267107 00000000000  2 0            
N  523864    65 4987968 1267207 00000000000  4 0            
N  523864    66 4988078 1267207 00000000000  4 0            
N  523864    67 4988118 1267207 00000000000  4 0            
N  523864    68 4988218 1267177 00000000000  2 0            
N  523864    69 4988238 1267137 00000000000  2 0            
N  523864    70 4988258 1267177 00000000000  3 0            
N  523864    71 4988278 1267087 00000000000  2 0            
N  523864    72 4988278 1267167 00000000000  2 0            
N  523864    73 4988308 1267097 00000000000  2 0            
N  523864    74 4988308 1268887 00000000000  1 0            
N  523864    75 4988348 1268837 00000000000  2 0            
N  523864    76 4988368 1267357 00000000000  2 0            
N  523864    77 4988388 1267917 00000000000  2 0            
N  523864    78 4988398 1267847 00000000000  2 0            
N  523864    79 4988398 1267977 00000000000  2 0            
N  523864    80 4988468 1268477 00000000000  2 0            
N  523864    81 4988517 1266907 00000000000  2 0            
N  523864    82 4988567 1266997 00000000000  2 0            
N  523864    83 4988737 1266117 00000000000  1 1523854    56
N  523864    84 4988747 1266307 00000000000  2 0            
N  523864    85 4988747 1267167 00000000000  2 0            
N  523864    86 4988757 1266227 00000000000  2 0            
N  523864    87 4988757 1266397 00000000000  2 0            
N  523864    88 4988937 1267097 00000000000  2 0            
N  523864    89 4988957 1267087 00000000000  2 0            
N  523864    90 4988997 1266997 00000000000  3 0            
N  523864    91 4989047 1267167 00000000000  2 0            
N  523864    92 4989107 1266637 00000000000  2 0            
N  523864    93 4989187 1267747 00000000000  2 0            
N  523864    94 4989207 1266727 00000000000  4 0            
N  523864    95 4989237 1266727 00000000000  2 0            
N  523864    96 4989247 1266967 00000000000  2 0            
N  523864    97 4989257 1267797 00000000000  2 0            
N  523864    98 4989347 1267837 00000000000  2 0            
N  523864    99 4989477 1267037 00000000000  2 0            
N  523864   100 4989687 1266447 00000000000  2 0            
N  523864   101 4989737 1267927 00000000000  2 0            
N  523864   102 4989747 1268067 00000000000  2 0            
N  523864   103 4989757 1266407 00000000000  2 0            
N  523864   104 4989757 1267947 00000000000  2 0            
N  523864   105 4989757 1268117 00000000000  2 0            
N  523864   106 4989837 1267357 00000000000  2 0            
N  523864   107 4989837 1268207 00000000000  2 0            
N  523864   108 4989847 1266427 00000000000  2 0            
N  523864   109 4989847 1268107 00000000000  3 0            
N  523864   110 4989847 1268147 00000000000  2 0            
N  523864   111 4989847 1268307 00000000000  2 0            
N  523864   112 4989867 1267597 00000000000  2 0            
N  523864   113 4989887 1267737 00000000000  2 0            
N  523864   114 4989917 1269117 00000000000  1 1523874    40
N  523864   115 4989927 1267837 00000000000  2 0            
N  523864   116 4989927 1268437 00000000000  2 0            
N  523864   117 4989947 1268697 00000000000  2 0            
N  523864   118 4989957 1267877 00000000000  2 0            
N  523864   119 4989967 1267997 00000000000  2 0            
N  523864   120 4989967 1268027 00000000000  4 0            
N  523864   121 4989967 1268807 00000000000  2 0            
N  523864   122 4989967 1268997 00000000000  2 0            
N  523864   123 4990137 1266307 00000000000  2 0            
N  523864   124 4990157 1267967 00000000000  2 0            
N  523864   125 4990167 1266217 00000000000  2 0            
N  523864   126 4990227 1266117 00000000000  1 1523854    79
N  523864   127 4990237 1267957 00000000000  1 0            
N  523864   128 4989216 1266941 00000000000  2 0            
N  523864   129 4990056 1266420 00000000000  2 0            
N  523864   130 4990265 1266117 00000000000  1 1523854    77
N  523864   131 4990357 1268357 00000000000  1 0            
N  523864   132 4990182 1269117 00000000000  1 1523874    46
N  523864   133 4990105 1268089 00000000000  3 0            
N  523864   134 4990387 1268052 00000000000  1 1523865   108
N  523864   135 4990089 1267988 00000000000  1 0            
N  523872     1 4979788 1269887 00000000000  2 0            
N  523872     2 4979858 1269977 00000000000  2 0            
N  523872     3 4979868 1269557 00000000000  2 0            
N  523872     4 4979978 1269237 00000000000  2 0            
N  523872     5 4980098 1269117 00000000000  2 1            
N  523872     6 4980118 1270067 00000000000  2 0            
N  523872     7 4980168 1270417 00000000000  2 0            
N  523872     8 4980218 1269017 00000000000  1 0            
N  523872     9 4980228 1270917 00000000000  2 0            
N  523872    10 4980238 1270977 00000000000  1 0            
N  523873     1 4983358 1271927 00000000000  1 0            
N  523873     2 4983438 1271697 00000000000  2 0            
N  523873     3 4983558 1271657 00000000000  2 0            
N  523873     4 4983648 1271647 00000000000  2 0            
N  523873     5 4983788 1271327 00000000000  2 0            
N  523873     6 4983798 1271567 00000000000  2 0            
N  523873     7 4983908 1271207 00000000000  2 0            
N  523873     8 4984068 1271157 00000000000  2 0            
N  523873     9 4984088 1270607 00000000000  2 0            
N  523873    10 4984088 1270617 00000000000  2 0            
N  523873    11 4984088 1270627 00000000000  2 0            
N  523873    12 4984098 1270587 00000000000  2 0            
N  523873    13 4984098 1270707 00000000000  2 0            
N  523873    14 4984098 1270807 00000000000  2 0            
N  523873    15 4984098 1270867 00000000000  2 0            
N  523873    16 4984108 1270927 00000000000  2 0            
N  523873    17 4984108 1270967 00000000000  2 0            
N  523873    18 4984138 1270087 00000000000  2 0            
N  523873    19 4984138 1270207 00000000000  2 0            
N  523873    20 4984148 1270067 00000000000  2 0            
N  523873    21 4984148 1270267 00000000000  2 0            
N  523873    22 4984148 1270277 00000000000  2 0            
N  523873    23 4984148 1270407 00000000000  2 0            
N  523873    24 4984148 1272057 00000000000  1 0            
N  523873    25 4984158 1270057 00000000000  2 0            
N  523873    26 4984158 1270387 00000000000  2 0            
N  523873    27 4984228 1271917 00000000000  2 0            
N  523873    28 4984248 1271807 00000000000  2 0            
N  523873    29 4984298 1271457 00000000000  2 0            
N  523873    30 4984358 1271227 00000000000  2 0            
N  523873    31 4984368 1271207 00000000000  2 0            
N  523873    32 4984378 1271107 00000000000  2 0            
N  523873    33 4984398 1271037 00000000000  2 0            
N  523873    34 4984418 1270717 00000000000  2 0            
N  523873    35 4984418 1270807 00000000000  2 0            
N  523873    36 4984428 1270897 00000000000  2 0            
N  523873    37 4984448 1269697 00000000000  2 0            
N  523873    38 4984448 1270587 00000000000  2 0            
N  523873    39 4984538 1269637 00000000000  2 0            
N  523873    40 4984538 1270417 00000000000  2 0            
N  523873    41 4984548 1270307 00000000000  2 0            
N  523873    42 4984548 1270387 00000000000  2 0            
N  523873    43 4984548 1270517 00000000000  2 0            
N  523873    44 4984578 1269597 00000000000  2 0            
N  523873    45 4984608 1270237 00000000000  2 0            
N  523873    46 4984658 1270187 00000000000  2 0            
N  523873    47 4984668 1269517 00000000000  2 0            
N  523873    48 4984688 1270167 00000000000  2 0            
N  523873    49 4984708 1269497 00000000000  2 0            
N  523873    50 4984748 1270107 00000000000  2 0            
N  523873    51 4984788 1269467 00000000000  2 0            
N  523873    52 4984848 1269917 00000000000  2 0            
N  523873    53 4984908 1269877 00000000000  2 0            
N  523873    54 4985088 1269517 00000000000  2 0            
N  523873    55 4985208 1269187 00000000000  2 0            
N  523873    56 4985218 1269117 00000000000  2 1            
N  523873    57 4985228 1269077 00000000000  1 0            
N  523873    58 4985358 1269137 00000000000  2 0            
N  523873    59 4985378 1269117 00000000000  2 1            
N  523873    60 4985648 1268907 00000000000  1 0            
N  523874     1 4987168 1269117 00000000000  1 1523864    49
N  523874     2 4988058 1269177 00000000000  2 0            
N  523874     3 4988178 1269117 00000000000  2 1            
N  523874     4 4988188 1269367 00000000000  2 0            
N  523874     5 4988218 1269417 00000000000  4 0            
N  523874     6 4988308 1268887 00000000000  1 0            
N  523874     7 4988357 1269647 00000000000  2 0            
N  523874     8 4988577 1269967 00000000000  2 0            
N  523874     9 4988747 1271747 00000000000  1 0            
N  523874    10 4988757 1270297 00000000000  2 0            
N  523874    11 4988757 1271207 00000000000  2 0            
N  523874    12 4988817 1271547 00000000000  2 0            
N  523874    13 4988837 1271497 00000000000  2 0            
N  523874    14 4988867 1271327 00000000000  2 0            
N  523874    15 4988927 1270517 00000000000  2 0            
N  523874    16 4989027 1270627 00000000000  2 0            
N  523874    17 4989077 1271257 00000000000  2 0            
N  523874    18 4989117 1271287 00000000000  2 0            
N  523874    19 4989177 1271297 00000000000  2 0            
N  523874    20 4989187 1271317 00000000000  3 0            
N  523874    21 4989227 1270877 00000000000  2 0            
N  523874    22 4989247 1270877 00000000000  2 0            
N  523874    23 4989277 1271507 00000000000  3 0            
N  523874    24 4989347 1271257 00000000000  5 0            
N  523874    25 4989367 1271137 00000000000  4 0            
N  523874    26 4989377 1270947 00000000000  4 0            
N  523874    27 4989377 1271007 00000000000  4 0            
N  523874    28 4989377 1271807 00000000000  1 0            
N  523874    29 4989437 1270627 00000000000  2 0            
N  523874    30 4989517 1271217 00000000000  2 0            
N  523874    31 4989557 1271217 00000000000  2 0            
N  523874    32 4989627 1270457 00000000000  2 0            
N  523874    33 4989657 1271217 00000000000  2 0            
N  523874    34 4989687 1271217 00000000000  4 0            
N  523874    35 4989707 1270337 00000000000  2 0            
N  523874    36 4989717 1269587 00000000000  2 0            
N  523874    37 4989757 1269927 00000000000  2 0            
N  523874    38 4989787 1271127 00000000000  2 0            
N  523874    39 4989897 1269137 00000000000  2 0            
N  523874    40 4989917 1269117 00000000000  1 1523864   114
N  523874    41 4990017 1271127 00000000000  2 0            
N  523874    42 4990037 1269867 00000000000  1 0            
N  523874    43 4990037 1269877 00000000000  1 0            
N  523874    44 4990387 1269717 00000000000  1 1523875     1
N  523874    45 4990387 1271057 00000000000  1 1523875     2
N  523874    46 4990182 1269117 00000000000  1 1523864   132
N  523874    47 4990046 1269885 00000000000  2 0            
N  523874    48 4989276 1271507 00000000000  1 0            
N  523874    49 4989107 1271826 00000000000  3 0            
N  523874    50 4989040 1272117 00000000000  1 1533804    26
N  523874    51 4988652 1270017 00000000000  1 0            
N  523874    52 4987891 1269284 00000000000  1 0            
N  533802     1 4980618 1275116 00000000000  1 1533812    25
N  533802     2 4980778 1274896 00000000000  2 0            
N  533802     3 4980838 1274796 00000000000  2 0            
N  533802     4 4980908 1274796 00000000000  2 0            
N  533802     5 4980978 1274796 00000000000  2 0            
N  533802     6 4981228 1274726 00000000000  2 0            
N  533802     7 4981258 1274726 00000000000  2 0            
N  533802     8 4981288 1274726 00000000000  2 0            
N  533802     9 4981308 1274786 00000000000  1 0            
N  533803     1 4981308 1274786 00000000000  1 0            
N  533803     2 4981388 1274806 00000000000  2 1            
N  533803     3 4981418 1274816 00000000000  2 0            
N  533803     4 4981568 1274916 00000000000  2 0            
N  533803     5 4981658 1274956 00000000000  1 0            
N  533803     6 4983188 1272717 00000000000  2 0            
N  533803     7 4983188 1272767 00000000000  2 0            
N  533803     8 4983198 1272956 00000000000  2 0            
N  533803     9 4983288 1272107 00000000000  2 0            
N  533803    10 4983358 1271927 00000000000  1 0            
N  533803    11 4983358 1273256 00000000000  2 0            
N  533803    12 4983378 1273246 00000000000  2 0            
N  533803    13 4983908 1274556 00000000000  2 0            
N  533803    14 4983918 1274726 00000000000  2 0            
N  533803    15 4983918 1274776 00000000000  2 0            
N  533803    16 4983918 1274846 00000000000  2 0            
N  533803    17 4983928 1274486 00000000000  2 0            
N  533803    18 4983938 1274926 00000000000  1 0            
N  533803    19 4983958 1273326 00000000000  4 0            
N  533803    20 4983978 1273376 00000000000  2 0            
N  533803    21 4983988 1273406 00000000000  2 0            
N  533803    22 4984068 1273936 00000000000  2 0            
N  533803    23 4984098 1275116 00000000000  1 1533813    33
N  533803    24 4984148 1272057 00000000000  1 0            
N  533803    25 4984148 1273216 00000000000  2 0            
N  533803    26 4984148 1273776 00000000000  2 0            
N  533803    27 4984168 1272107 00000000000  2 0            
N  533803    28 4984168 1272287 00000000000  2 0            
N  533803    29 4984178 1275086 00000000000  2 0            
N  533803    30 4984188 1273136 00000000000  2 0            
N  533803    31 4984218 1274166 00000000000  2 0            
N  533803    32 4984238 1272777 00000000000  2 0            
N  533803    33 4984248 1272657 00000000000  2 0            
N  533803    34 4984248 1273126 00000000000  2 0            
N  533803    35 4984248 1275096 00000000000  2 0            
N  533803    36 4984268 1273606 00000000000  2 0            
N  533803    37 4984278 1272987 00000000000  2 0            
N  533803    38 4984288 1273016 00000000000  2 0            
N  533803    39 4984298 1273076 00000000000  2 0            
N  533803    40 4984308 1273126 00000000000  4 0            
N  533803    41 4984318 1273666 00000000000  2 0            
N  533803    42 4984348 1273696 00000000000  2 0            
N  533803    43 4984358 1275096 00000000000  2 0            
N  533803    44 4984368 1273166 00000000000  2 0            
N  533803    45 4984368 1273226 00000000000  2 0            
N  533803    46 4984398 1274636 00000000000  2 0            
N  533803    47 4984438 1275106 00000000000  2 0            
N  533803    48 4984448 1274966 00000000000  2 0            
N  533803    49 4984468 1274996 00000000000  2 0            
N  533803    50 4984508 1275056 00000000000  2 0            
N  533803    51 4984508 1275096 00000000000  2 0            
N  533803    52 4984269 1273475 00000000000  1 0            
N  533803    53 4984108 1273596 00000000000  1 0            
N  533804     1 4988337 1273327 00000000000  2 0            
N  533804     2 4988417 1272937 00000000000  2 0            
N  533804     3 4988457 1273427 00000000000  2 0            
N  533804     4 4988587 1272587 00000000000  2 0            
N  533804     5 4988597 1273846 00000000000  3 0            
N  533804     6 4988677 1272107 00000000000  2 0            
N  533804     7 4988717 1273477 00000000000  3 0            
N  533804     8 4988747 1271747 00000000000  1 0            
N  533804     9 4988927 1273307 00000000000  2 0            
N  533804    10 4989377 1271807 00000000000  1 0            
N  533804    11 4989377 1272777 00000000000  3 0            
N  533804    12 4989397 1272107 00000000000  2 0            
N  533804    13 4989417 1272277 00000000000  2 0            
N  533804    14 4989417 1272317 00000000000  2 0            
N  533804    15 4989427 1272347 00000000000  2 0            
N  533804    16 4989437 1272487 00000000000  2 0            
N  533804    17 4989437 1272587 00000000000  2 0            
N  533804    18 4989677 1273257 00000000000  2 0            
N  533804    19 4989687 1273487 00000000000  2 0            
N  533804    20 4989727 1273237 00000000000  2 0            
N  533804    21 4989857 1274156 00000000000  2 0            
N  533804    22 4989867 1273946 00000000000  2 0            
N  533804    23 4989907 1274196 00000000000  2 0            
N  533804    24 4990227 1274736 00000000000  2 0            
N  533804    25 4990347 1274936 00000000000  1 0            
N  533804    26 4989040 1272117 00000000000  1 1523874    50
N  533804    27 4989287 1275116 00000000000  1 1533814    17
N  533805     1 4990347 1274936 00000000000  1 0            
N  533805     2 4990387 1274956 00000000000  1 1            
N  533806     1 4998606 1273767 00000000000  2 0            
N  533806     2 4998726 1275117 00000000000  1 1533816    71
N  533806     3 4998856 1273727 00000000000  2 0            
N  533806     4 4998866 1274977 00000000000  2 0            
N  533806     5 4998886 1273227 00000000000  2 0            
N  533806     6 4998936 1273167 00000000000  2 0            
N  533806     7 4998956 1274877 00000000000  2 0            
N  533806     8 4999016 1274817 00000000000  2 0            
N  533806     9 4999036 1273037 00000000000  2 0            
N  533806    10 4999056 1274037 00000000000  2 0            
N  533806    11 4999056 1274737 00000000000  1 0            
N  533806    12 4999086 1274177 00000000000  2 0            
N  533806    13 4999126 1273007 00000000000  2 0            
N  533806    14 4999176 1274257 00000000000  2 0            
N  533806    15 4999206 1274317 00000000000  2 0            
N  533806    16 4999276 1272917 00000000000  2 0            
N  533806    17 4999346 1272827 00000000000  1 0            
N  533806    18 4999346 1272987 00000000000  2 0            
N  533806    19 4999386 1274437 00000000000  1 1533807     4
N  533807     1 4999056 1274737 00000000000  1 0            
N  533807     2 4999346 1272827 00000000000  1 0            
N  533807     3 4999386 1272807 00000000000  2 1            
N  533807     4 4999386 1274437 00000000000  1 1533806    19
N  533807     5 4999386 1274667 00000000000  2 1            
N  533807     6 4999466 1274487 00000000000  2 0            
N  533807     7 4999536 1274667 00000000000  3 0            
N  533807     8 4999586 1272577 00000000000  2 0            
N  533807     9 4999626 1272527 00000000000  2 0            
N  533807    10 4999686 1274677 00000000000  2 0            
N  533807    11 4999716 1272437 00000000000  2 0            
N  533807    12 4999896 1272307 00000000000  2 0            
N  533807    13 4999986 1274797 00000000000  2 0            
N  533807    14 5000066 1272207 00000000000  2 0            
N  533807    15 5000106 1272187 00000000000  2 0            
N  533807    16 5000206 1272107 00000000000  1 0            
N  533807    17 5000256 1274927 00000000000  2 0            
N  533807    18 5000506 1275027 00000000000  1 0            
N  533807    19 5001656 1272067 00000000000  1 0            
N  533807    20 5001686 1272107 00000000000  3 0            
N  533807    21 5001896 1272197 00000000000  2 0            
N  533807    22 5002066 1272267 00000000000  2 0            
N  533807    23 5002116 1272337 00000000000  2 0            
N  533807    24 5002186 1272527 00000000000  2 0            
N  533807    25 5002356 1272707 00000000000  2 0            
N  533807    26 5002476 1272787 00000000000  2 0            
N  533807    27 5003036 1272107 00000000000  1 0            
N  533807    28 5003046 1272887 00000000000  2 0            
N  533807    29 5003086 1272167 00000000000  2 0            
N  533807    30 5003086 1272947 00000000000  2 0            
N  533807    31 5003126 1273017 00000000000  2 0            
N  533807    32 5003136 1273037 00000000000  2 0            
N  533807    33 5003166 1273157 00000000000  2 0            
N  533807    34 5003236 1272357 00000000000  2 0            
N  533807    35 5003236 1273227 00000000000  2 0            
N  533807    36 5003286 1272437 00000000000  2 0            
N  533807    37 5003316 1272487 00000000000  2 0            
N  533807    38 5003326 1273227 00000000000  2 0            
N  533807    39 5003366 1272577 00000000000  2 0            
N  533807    40 5003406 1273217 00000000000  2 0            
N  533807    41 5003526 1273187 00000000000  2 0            
N  533807    42 5003536 1272847 00000000000  2 0            
N  533807    43 5003596 1273157 00000000000  2 0            
N  533807    44 5003706 1273127 00000000000  1 0            
N  533807    45 5003886 1272877 00000000000  1 1533900     2
N  533807    46 5003045 1272118 00000000000  1 0            
N  533807    47 5003211 1272283 00000000000  4 0            
N  533807    48 5003886 1272718 00000000000  1 1533900    98
N  533812     1 4979768 1277636 00000000000  2 0            
N  533812     2 4979818 1277706 00000000000  2 0            
N  533812     3 4979848 1277826 00000000000  2 0            
N  533812     4 4979858 1277536 00000000000  2 0            
N  533812     5 4979948 1275506 00000000000  2 0            
N  533812     6 4979948 1277946 00000000000  2 0            
N  533812     7 4979948 1278086 00000000000  1 0            
N  533812     8 4979958 1277406 00000000000  2 0            
N  533812     9 4980028 1275416 00000000000  2 0            
N  533812    10 4980028 1277326 00000000000  2 0            
N  533812    11 4980058 1275656 00000000000  2 0            
N  533812    12 4980088 1275346 00000000000  2 0            
N  533812    13 4980088 1277276 00000000000  2 0            
N  533812    14 4980138 1275676 00000000000  2 0            
N  533812    15 4980148 1275756 00000000000  2 0            
N  533812    16 4980158 1275796 00000000000  2 0            
N  533812    17 4980168 1276506 00000000000  2 0            
N  533812    18 4980178 1275976 00000000000  2 0            
N  533812    19 4980208 1276736 00000000000  2 0            
N  533812    20 4980228 1276626 00000000000  2 0            
N  533812    21 4980258 1276926 00000000000  2 0            
N  533812    22 4980318 1275256 00000000000  2 0            
N  533812    23 4980338 1276286 00000000000  2 0            
N  533812    24 4980558 1275196 00000000000  2 0            
N  533812    25 4980618 1275116 00000000000  1 1533802     1
N  533812    26 4980668 1275196 00000000000  2 0            
N  533813     1 4981658 1274956 00000000000  1 0            
N  533813     2 4981868 1275116 00000000000  2 1            
N  533813     3 4982038 1275166 00000000000  2 0            
N  533813     4 4982368 1275186 00000000000  2 0            
N  533813     5 4982588 1275196 00000000000  2 0            
N  533813     6 4982588 1275236 00000000000  2 0            
N  533813     7 4982588 1275306 00000000000  2 0            
N  533813     8 4982758 1275336 00000000000  2 0            
N  533813     9 4982818 1275616 00000000000  2 0            
N  533813    10 4983188 1275576 00000000000  2 0            
N  533813    11 4983328 1275426 00000000000  2 0            
N  533813    12 4983728 1275766 00000000000  2 0            
N  533813    13 4983748 1275856 00000000000  2 0            
N  533813    14 4983778 1275346 00000000000  2 0            
N  533813    15 4983788 1275926 00000000000  2 0            
N  533813    16 4983848 1276686 00000000000  2 0            
N  533813    17 4983858 1275636 00000000000  2 0            
N  533813    18 4983868 1276016 00000000000  2 0            
N  533813    19 4983868 1276766 00000000000  2 0            
N  533813    20 4983908 1276086 00000000000  2 0            
N  533813    21 4983918 1276876 00000000000  2 0            
N  533813    22 4983938 1274926 00000000000  1 0            
N  533813    23 4983958 1275506 00000000000  2 0            
N  533813    24 4983978 1275406 00000000000  2 0            
N  533813    25 4983988 1275316 00000000000  2 0            
N  533813    26 4983998 1275246 00000000000  2 0            
N  533813    27 4983998 1277126 00000000000  2 0            
N  533813    28 4983998 1277146 00000000000  2 0            
N  533813    29 4984008 1275116 00000000000  2 1            
N  533813    30 4984008 1275146 00000000000  4 0            
N  533813    31 4984058 1277396 00000000000  2 0            
N  533813    32 4984058 1277956 00000000000  1 0            
N  533813    33 4984098 1275116 00000000000  1 1533803    23
N  533813    34 4984098 1277906 00000000000  2 0            
N  533813    35 4984118 1277476 00000000000  2 0            
N  533813    36 4984138 1277516 00000000000  2 0            
N  533813    37 4984148 1277846 00000000000  2 0            
N  533813    38 4984168 1277826 00000000000  2 0            
N  533813    39 4984408 1277376 00000000000  2 0            
N  533813    40 4984408 1277406 00000000000  2 0            
N  533813    41 4984478 1277496 00000000000  2 0            
N  533813    42 4984498 1277356 00000000000  2 0            
N  533813    43 4984508 1275096 00000000000  1 0            
N  533813    44 4984518 1277356 00000000000  2 0            
N  533813    45 4984578 1277736 00000000000  2 0            
N  533813    46 4984598 1277766 00000000000  2 0            
N  533813    47 4984618 1275116 00000000000  2 1            
N  533813    48 4984628 1277806 00000000000  2 0            
N  533813    49 4984648 1275186 00000000000  2 0            
N  533813    50 4984718 1277926 00000000000  1 0            
N  533813    51 4984748 1277346 00000000000  2 0            
N  533813    52 4984818 1277316 00000000000  2 0            
N  533813    53 4984938 1277276 00000000000  2 0            
N  533813    54 4984978 1275366 00000000000  2 0            
N  533813    55 4984988 1277286 00000000000  2 0            
N  533813    56 4985088 1275806 00000000000  2 0            
N  533813    57 4985098 1277316 00000000000  2 0            
N  533813    58 4985118 1275616 00000000000  2 0            
N  533813    59 4985308 1277336 00000000000  2 0            
N  533813    60 4985338 1276336 00000000000  2 0            
N  533813    61 4985338 1277386 00000000000  2 0            
N  533813    62 4985348 1276296 00000000000  2 0            
N  533813    63 4985368 1276246 00000000000  2 0            
N  533813    64 4985388 1276146 00000000000  2 0            
N  533813    65 4985418 1276486 00000000000  2 0            
N  533813    66 4985508 1277306 00000000000  2 0            
N  533813    67 4985508 1277326 00000000000  2 0            
N  533813    68 4985538 1276986 00000000000  2 0            
N  533813    69 4985548 1277216 00000000000  2 0            
N  533813    70 4985568 1276886 00000000000  2 0            
N  533813    71 4985648 1276666 00000000000  2 0            
N  533813    72 4985658 1276686 00000000000  3 0            
N  533813    73 4985888 1276746 00000000000  1 1533814     1
N  533814     1 4985888 1276746 00000000000  1 1533813    73
N  533814     2 4986388 1276676 00000000000  2 0            
N  533814     3 4986468 1276846 00000000000  2 0            
N  533814     4 4986608 1276916 00000000000  2 0            
N  533814     5 4986847 1277076 00000000000  2 0            
N  533814     6 4987017 1277056 00000000000  2 0            
N  533814     7 4987157 1277056 00000000000  2 0            
N  533814     8 4987577 1277066 00000000000  2 0            
N  533814     9 4987737 1277096 00000000000  2 0            
